name,meaning,gender
Yadhav,"A variation of Yadav, meaning descendant of Yadu.",Boy
Yadhavan,"One of the names of Lord Krishna, meaning descendant of Yadu.",Boy
Yadhu,Name of an ancient Indian king.,Boy
Yadnya,The holy fire,Boy
Yadu,Name of an ancient king.,Boy
Yadunandan,Son of Yadu. A name of Lord Krishna,Boy
Yadunath,One of many names of Lord Krishna signifying him as Lord of Yadavas,Boy
Yagnakaya,One who accepts all the sacred and sacrificial offerings.,Boy
Yagya,A holy ceremony,Boy
Yagyasen,Name of king Drupad,Boy
Yagyesh,Lord of the sacrificial fire,Boy
Yaj,A sage,Boy
Yajat,One of the many names of Lord Shiva,Boy
Yajnadhar,A name of Lord Vishnu,Boy
Yajnarup,A name of Lord Krishna,Boy
Yaksh,"Representative of God, a demi God",Boy
Yakshit,"Who is made forever, permanent, God",Boy
Yamajit,One of many names of Lord Shiva signifying him as conqueror of death,Boy
Yaminichandra,A name of Lord Vishnu,Boy
Yansh,God name,Boy
Yash,Victory or glory,Boy
Yashas,"Fame, a famous person.",Boy
Yashmit,"Famed, a famous person.",Boy
Yashodhan,"One who is rich in fame, famous.",Boy
Yashodhar,Famous,Boy
Yashpal,Protector of fame.,Boy
Yashvasin,"The popular one. Also, a name of Lord Ganesha",Boy
Yasti,Slim,Boy
Yatesh,Lord Of Devotees; Leader of the devoted; A variant spelling is Yatish,Boy
Yatharth,"Complete, truth",Boy
Yathavan,A name of Lord Vishnu.,Boy
Yatheesh,Leader of the devoted,Boy
Yathish,Lord Of Devotees; Leader of the devoted; A variant spelling is Yatish,Boy
Yatin,Ascetic,Boy
Yatinatha,Master of the Devoted,Boy
Yatindra,A name of Lord Indra.,Boy
Yatish,Lord of the devotees.,Boy
Yatiyasa,Silver,Boy
Yatnesh,God of efforts,Boy
Yatrik,Journey,Boy
Yauva,Young or youth,Boy
Yavanan,Ascetic,Boy
Yayati,Name of a sage.,Boy
Yayin,A name of Lord Shiva.,Boy
Yedhant,Brightness,Boy
Yerrappa,Red man,Boy
Yeshwanth,A Person who attains fame and glory,Boy
Yogadeva,God of all the yoga.,Boy
Yogadhipa,The Lord of Meditation,Boy
Yogaj,Arising from Meditation,Boy
Yogamay,Power of Yoga,Boy
Yoganand,Delighted with Meditation,Boy
Yoganidra,Meditation,Boy
Yogesh,The God of yoga.,Boy
Yoginampati,Lord of all the yogis.,Boy
Yogine,A name for Lord Hanuman. It means saint.,Boy
Yogiraj,A name of Lord Shiva. It means great ascetic.,Boy
Yojit,Planner,Boy
Yokanathan,Devotee,Boy
Yoshi,Better or best among the rest,Boy
Yuddha,War,Boy
Yudhajit,Victorious in war.,Boy
Yudhister,Represent the truthful,Boy
Yudhvan,Skilled in War,Boy
Yudit,Praise,Boy
Yug,Age or generation,Boy
Yugadarman,Eldest Pandava brother,Boy
Yugal,Pair,Boy
Yugantar,"Distance between two generations, firm in the battle, or ever Lasting",Boy
Yugap,Best of the Era,Boy
Yugma,Twins,Boy
Yukta,Idea,Boy
Yushan,Mountain,Boy
Yutajit,Victorious,Boy
Yuval,A brook.,Boy
Yuvan,Youthful,Boy
Yuvanath,Lord or Prince of youthfulness,Boy
Yuvanav,Youth,Boy
Yuvaraj,"Prince, heir or successor.",Boy
Yuyutsu,One who is eager to fight.,Boy
Zaiyaan,Bright and graceful,Boy
Zavian,Bright; Shining; Radiant and Brilliant Light; A variant of Xavier,Boy
Zeehan,Brightness or whiteness,Boy
Zev,Wolf,Boy
Zitin,"Little shinning spark, or a brightly, shining star.",Boy
Zubeen,Something that touches the sky.,Boy
Aabha (आभा),Glow; Splendour; Light; Brilliance; Bright and Radiant; Glorious,Girl
Aabharana (आभरणा),"aabharna signifies valuables, jewels, ornaments, it also has a meaning as the person who brings prosperity, happiness and honour",Girl
Aadarsha (आदर्शा),"one who is ideal, optimal, and perfect",Girl
Aadarshini (आदर्शिनी),one who adheres to idealism or is an idealistic,Girl
Aadhila (अदीला),"The name aadhila means Honesty, the one who is Scrupulous with regards to telling the truth",Girl
Aadhira (आधिरा),"Moon, To sentimentalize and remember nostalgically",Girl
Aadhirai,A Special Star,Girl
Aadhya (आध्या),The first power; the beginning; another name of Goddess Durga,Girl
Aadishri (आदिश्री),"The name aadishri means First or more important, eminent",Girl
Aadita (आदिता),the name means The act of commencement of action,Girl
Aaditri (आदित्री),another name of Goddess Laxmi; the person who brings wealth and prosperity,Girl
Aadrika (आद्रिका),cluster of mountains; feminine version of male name Aadrik,Girl
Aadrita,Lots of Love Gathering; adorable; Charming; very likable for attractiveness,Girl
Aadvika (आद्विका ),one who is unique in all aspects,Girl
Aadya (आध्या),"the word signifies the first; Mother Earth, it is also the name of Goddess Durga",Girl
Aagam,Coming; Arrival ; Holy Jain Scripture; To inherit; To acquire,Girl
Aagarna,"the word signifies the person having natural, born abilities of music",Girl
Aaghnya,"the name has a meaning of someone born from fire, it is also the name of Goddess laxmi",Girl
Aagraha (आग्रह),to request or please with respect,Girl
Aagya (आज्ञा),consent or formal permission to do a job,Girl
Aahana (आहना),Inner light; Immortal; First rays of the sun; Angel,Girl
Aahlaadita (आह्लादिता),"one who is cheerful, delightful and joyous",Girl
Aahna,Exist; to live; Survive; life,Girl
Aainah (आईना),Mirror,Girl
Aakanksha (आकांक्षा),"eagerness or inordinate desire for someone or thing, an object of ardent desire",Girl
Aakarshaka (आकर्षाका),the quality of attracting by inherent force,Girl
Aakarshana (आकर्षाना),the word means the force of attraction,Girl
Aakarshika (आकर्षिका),the one having the force of attraction to influence others,Girl
Aakashi (आकाशी),"this name means Heaven, the sky color or destiny",Girl
Aakruthi (आकृति),"just like aakrit has a meaning of appearance or shape, the person who is unmoldable but is in female sence",Girl
Aalaya,Home and refuge,Girl
Aaloka (आलोका),The name aaloka means lustrous or the one very beautiful,Girl
Aalta (अल्ता),"the Lac dye, or it means the one very colorful or joyous",Girl
Aamaal,The word means the belief or expectation or aspiration,Girl
Aamani,Spring season; Vasanth Ritu; Season of Flowers; Pleasant Early morning surroundings,Girl
Aamaya (आमाया),the pleasant Night Rain that brings new hope,Girl
Aami,One who is dearly loved,Girl
Aamodini,Fragrant,Girl
Aamrapali (आम्रपाली),A mango tree leaf,Girl
Aanandamayi (आनंदमयी),the one who is very happy and joyous in nature,Girl
Aanandi (आनन्दी),A very happy Woman,Girl
Aanandita (आनंदिता),"A very happy Woman, the one bringing fortune",Girl
Aanchal,Protective shelter; Refuge; Safe haven; Sanctuary,Girl
Aangi (आंगी),The act of decorating the God or a person close to god,Girl
Aanshi,The one who is herself a gift of God,Girl
Aanya (आनया),The one who is kind and warmly courteous,Girl
Aaoka,the one shining brightly and having a great lustre,Girl
Aapeksha,"the act of showing Passion, being passionate, act of waiting",Girl
Aapti (आपती),"the state of being fulfilled, act of consummating",Girl
Aarabhi,musical (raaga )famous note specially of south India,Girl
Aaradhana,Worship; Reverence; Adoration; Devotion; Adulation; Respect; An act of glorifying God,Girl
Aaradhaya,Regard; sentiment of affection; esteem; respect,Girl
Aaradhya,To be worshipped; To be accomplished; To be made favorable; To be adored and respected,Girl
Aaral,the one as beautiful as a flower,Girl
Aarani,Aarani is another name of Godess laxmi,Girl
Aarashi,the name has a meaning of First ray of sun or something new,Girl
Aarati (आरती),"aarti means prayer, or kind of worship towards the God",Girl
Aaratrika,The name is another name for the lamp that is kept under Tulsi plant to worship it,Girl
Aaravi,the state of tranquility and harmony,Girl
Aarchi,the name means the rays of light,Girl
Aarika (आरिका),the one who is admired for her looks,Girl
Aarin,the one having Mountain like strength,Girl
Aarini,The one who is Adventurous,Girl
Aaritra,Navigator the one who is an explorer,Girl
Aarna (आरना),this is an another name of Goddess Laxmi,Girl
Aarohi (आरोही),the musical note or being very sound,Girl
Aarpit,To Donate; Giving away; offering,Girl
Aarthi,The name has a meaning of Way of offering prayer to god,Girl
Aarti,The act of worshiping the almighty,Girl
Aaruna,"the other name of Sun, the one having a power of sun in his charioteer",Girl
Aaruni,To begin or develop anything and grow light in the morning. It also means dawn.,Girl
Aarusha,First rays of the morning sun which is life giving,Girl
Aarushi,"First rays of the sun; Bright, Brilliant and Radiant rays of Sun; Early morning Sunshine",Girl
Aarvi,"The word has a meaning of peace, or the one who makes peace",Girl
Aarya,"the other name of Goddess parvati, durga",Girl
Aaryaa,A very noble or a very sound lady,Girl
Aaryamani,Belonging to the Sun,Girl
Aaryan,Kind Hearted; Good to Others; Illustrious; Glorious; Renowned,Girl
Aaryanna (आर्यन्ना),Powerful & complete who renowned by Lord,Girl
Aasha,Hope; Desire; Wish; Hopeful; Wishful thinking,Girl
Aasha Latha,Creeper Of Hope; Aasha means wishes or desire and Latha means creeper,Girl
Aashalata (आशलता),the one who is creator of hope or is very optimistic,Girl
Aashamana,the one who is as precious as water or being life giving,Girl
Aashi,Smile; Laughter; Cheerful; Delighted and Happy;,Girl
Aashirya,Creative & strong personality from land of God,Girl
Aashita (आशिता),the one who is creator of hope or is very optimistic,Girl
Aashiyana (आशियाना),A beautiful house,Girl
Aashna,Beloved; Devoted to love; Someone who treasures love; Dearmost; Close to heart; One who fulfills wishes,Girl
Aashni (आश्नी),a lightning bolt,Girl
Aashrita,One who has taken refuge in the Lord; One who seeks shelter in abode of God; One of many names of Goddess Laxmi,Girl
Aashritha,"Somebody who gives shelter, who is selfless",Girl
Aashtha,having Faith,Girl
Aashvi,One of many names of Goddess Saraswati,Girl
Aasin,"different meaning like a driver, calling himslef, wheel maker, lucky in life",Girl
Aastha,Faith; Belief; Trust; Hope; Wish; Devotion; Loyalty,Girl
Aasthika,Faith and commitment,Girl
Aathmika,Someone who is related to aathma or soul; One who is very soulful and close to inner heart,Girl
Aatmaja,"a Daughter of the soul, daughter",Girl
Aatrayi,A River,Girl
Aavani,the First month of tamil calendar,Girl
Aavihshka,"the one who is very kind, warm and loving.",Girl
Aayana,mirror,Girl
Aayaushi,the one blessed with Long life,Girl
Aayushi,One who is blessed with a long life; Blessed with healthy and happy life for long years,Girl
Aazmin,A star,Girl
Abanhir,Basically it means possessing the essence of Aban,Girl
Abanti,the name is a synonym of Ujjain,Girl
Abarna,the Goddess bharvathy,Girl
Abdhija (अब्धीजा),"Born in sea, goddess lakshmi",Girl
Abeedha (अबीधा),"Stands for constant, wonder girl and permanent",Girl
Abh,At the present or currently,Girl
Abharika,Refers to disorderly haste.,Girl
Abhati,Splendid or superlative.,Girl
Abhayankari,One who gives bold and brave.,Girl
Abheera,A hired hand who tends cattle.,Girl
Abheesha (अभीषा),Goddess of ambitions or goals.,Girl
Abhidhya,"WIsh, longing",Girl
Abhigeetha,To be worshipped.,Girl
Abhigjna,One who is possessing great knowledge.,Girl
Abhigna (अभिगना),"Valuable, clever mind or glowing.",Girl
Abhignya (अभिज्ञा),One who is sage and sensible.,Girl
Abhigya (अभिग्या),Skilful or expert or adroit.,Girl
Abhijaata (अभिजाता),Noble birth or high class born.,Girl
Abhijana,Refers to a good class and decent birth.,Girl
Abhijishya,One who is a liberated girl.,Girl
Abhijita,The one who is liberated.,Girl
Abhijna,Intelligent or best or talented.,Girl
Abhikanksha,The one who is willing to perform an action.,Girl
Abhikhya,"Pretty, glitter and charming.",Girl
Abhilasa,"Desire, wish",Girl
Abhilasha,"Ambition, desire",Girl
Abhilashita,Wanted or longed.,Girl
Abhilasin (अभिलसिन),One who is full of desires and wishes,Girl
Abhimani,Full of Pride; Another Name for Agni who is the eldest son of Lord Brahma,Girl
Abhimanini (अभिमानिनी),One who has a self-respect or pride,Girl
Abhinetri,The female actor of a film or drama,Girl
Abhinithi,"That which is already been performed, friendship",Girl
Abhiprithi,Full of love,Girl
Abhipsha,A strong desire of wish,Girl
Abhipuspa,Covered with fresh flowers,Girl
Abhirami,One who is delighted or loved by many; Goddess parvati,Girl
Abhirathi,Pleasure,Girl
Abhiri,A raagini of indian music,Girl
Abhiroopa,One who is beautiful and charming,Girl
Abhiruca,"Delightful, desire, pleasure",Girl
Abhiruchi,One who have or keep desires,Girl
Abhirupa,A beautiful and charming girl,Girl
Abhirut,The delightful weather or season,Girl
Abhisala,An act of moving towards unity,Girl
Abhisarika,One who is engaged in love,Girl
Abhisarikaa,The beloved one.,Girl
Abhisha,A companion or a Goddess of will,Girl
Abhishree,A beauty who is fearless,Girl
Abhisneha,An attachment or love or affection,Girl
Abhisri,"Surrounded by glory, shining, powerful",Girl
Abhita,"A brave or courageous, fearless",Girl
Abhitha,A fearless or a courageous woman,Girl
Abhithi,Fearlessness,Girl
Abilasha,The wish or the desires,Girl
Abilisha,A wish or desire of a person,Girl
Abirami,A pleasant and beautiful girl,Girl
Abishta,Lady of the house,Girl
Abja,One who is born out of water,Girl
Abjini,"The pond full of lotuses, numerous lotus flowers",Girl
Aboil,The name of a flower,Girl
Aboli,A flower that firecracks,Girl
Acala,"An immovable object, one that cant be moved",Girl
Achala,"Earth, steady, mountain",Girl
Achariya,One who is wonderful and marvelous.,Girl
Achila,The feminine form of Achilles or without lips,Girl
Achit,Separation; Constant,Girl
Acxa,Woman with unparalleled beauty,Girl
Adag,Pure; UnBlemished; Sacred,Girl
Adiputeri,First daughter or princess,Girl
Adish,Supreme Lord; Fire; Intelligent; Full of Wisdom; A variant spelling is Aadish,Girl
Aditi,Guest; Mother of God; The Earth; representing the hospitable nature,Girl
Adrika,Celestial,Girl
Adya,Goddess durga,Girl
Agnimitra,Friend of Fire; Name of a Prince; One whose friend is fire; Sun,Girl
Agrima,Always on the forefront,Girl
Agya,Someone who has no knowledge in standard scriptures; An ignorant person,Girl
Ahaana,Dawn,Girl
Ahana,"Strong willed like steel, inner light, inner happiness",Girl
Aija,Happy; Goat; A variant of name Aja; It has a meaning of melody in Latvia,Girl
Ajanta,Eternal Fame; Name of a famous Buddhist Cave; Everlasting Fame; Very popular,Girl
Akshara,Letter; Syllable; Sound; Unalterable; Not perishable; One of many names of Lord Vishnu; Name of Lord Brahma,Girl
Akshaya (अक्षया),The name came from akshay which means indestructible or forever Aakshaya also means The seventh day of lunar month which which happens to fall on a Sunday or Monday,Girl
Alisha,Protected by God.,Girl
Amaya,The beautiful night rain,Girl
Amia,Hebrew - People of God; Latin - Beloved; Sanskrit - Delight,Girl
Amuktamalyada,"the name has the meaning of liberated, it is also the Name of the poem written by an indian king sri krishna deva raya",Girl
Anaka,Form of Anika; they are sweet-faced and energetic,Girl
Ananka,Countless; Infinite; Something which cannot be counted and which has no boundary or limitations,Girl
Angee,Fire; A variant spelling of Agni,Girl
Anjali,Offering with devotion to God; A mode of worship by joining hands,Girl
Anjani,A Title of the Mother of Hanuman; Name of Lord Hanuman's mother,Girl
Antara,Within; Soul; Heart; Related,Girl
Antarpreet,One who Loves the Light Within; Deep; Inner Love; One who loves the soul within,Girl
Anu,An Atom; Smallest particle which is origin of everything,Girl
Anugraha,Request; Desire; Blessing; Wishes,Girl
Anusha,Following Desires; Beautiful Morning; The name of A star;,Girl
Aparna,"One without Prana (Leaf); From the Sanskrit for ""leafless."" Aparna is a name Goddess Parvathi",Girl
Apsara,Celestial Maiden; Heavenly Maiden;,Girl
Aria,"The one who is Lion of the Lords; Air, Song or Melody",Girl
Arika,Goddess of Wealth and Prosperity; One of many names of Goddess Lakshmi,Girl
Arithi,Wish; Desire; Cravings,Girl
Aruni,Dawn; Rising Sun; Morning; One of many names of Sun God; A Feminine form of the name Arun,Girl
Arunny,The morning sun.,Girl
Arusi,Sanskrit - Sun; Swahili- Born at the wedding time,Girl
Ashiyana,Beautiful Home; Dwelling Place; Residence,Girl
Ashmita,Rock Born; Very Hard and Strong; A variant spelling is Asmitha,Girl
Asistha,Very quick,Girl
Astikya,Belief; Faith; Faith in Scripture and God,Girl
Avanthi,Name of a historical city,Girl
Avipsa,Earth; River Avni; Sophisticated; Rational,Girl
Ayomi,My joy,Girl
Badarika,Oriya word for jujube fruit.,Girl
Baijanthi,Name of a flower,Girl
Balapuspika,The young blossom or the young flower.,Girl
Bandana,Worship,Girl
Bandhavi,She who loves his family and friends,Girl
Bandhini,Bond,Girl
Bandhura,pretty,Girl
Bandita,Who is worshiped,Girl
Banhi,Fire,Girl
BanhiSikha,A tongue of fire,Girl
Bani,Goddess Saraswati,Girl
Banita,Woman,Girl
Banmala,a garland of wild flowers,Girl
Banni,Maiden,Girl
Bansari,Flute,Girl
Bapti,"Expanded,Large, Wealthy",Girl
Barkha,Rain,Girl
Barnali,Dispersion of seven colors,Girl
Barnalipi,Script,Girl
Barnini,Beautiful,Girl
Barsha,Rain,Girl
Baruna,Wife of the Lord of the Sea,Girl
Baruni,Goddess Durga,Girl
Basabi,Wife of lord Indra,Girl
Basanti,spring,Girl
Bashumati,The Earth,Girl
Bashundhara,The Earth,Girl
Basudhara,Hindu Ritual,Girl
Bavishya,"Future, Upcoming",Girl
Bedika,"Platform, dais, pulpit",Girl
Bel,Sacred wood apple tree,Girl
Benisha,Flashing,Girl
Bhaanumati,Full of luster,Girl
Bhaanupriya,Beloved of the sun,Girl
Bhadrakali,"Bhadrakali is also known as the gentle Kali, who came into being by Devi's wrath, when Daksha insulted Shiva. She is the consort of Virabhadra.",Girl
Bhadrusha,A Hindu name meaning the ganges,Girl
Bhagabhai,A Lord; has the power of a tiger; energetic,Girl
Bhagavathi,Goddess Saraswati,Girl
Bhagini,She who is fast like a mountain stream,Girl
Bhagirathi,the Ganges,Girl
Bhagwanti,Lucky,Girl
Bhagwati,Goddess Durga,Girl
Bhagya Lakshmi,Goddess of Wealth,Girl
Bhagyalakshmi,goddess of wealth,Girl
Bhagyashi,Fortunate and lucky,Girl
Bhagyashree,Fortunate,Girl
Bhagyashri,"Goddess Lakshmi, Lucky",Girl
Bhagyavi,In My Body,Girl
Bhagyawati,"Lucky, blessed",Girl
Bhairavi,Goddess Durga,Girl
Bhakthi,Devotion,Girl
Bhama,splendor,Girl
Bhamini,A gloriosu and beautiful woman,Girl
Bhanavi,"Sacred,Illuminating",Girl
Bhandhavi,One who has great love for her friends and family,Girl
Bhandishtha,A name of Goddess Lakshmi,Girl
Bhanuja,river Yamuna,Girl
Bhanumati,"Famous, famed, well known",Girl
Bhanuni,Charming woman,Girl
Bhanupriya,the Sun's beloved,Girl
Bhanusri,Rays of Laxmidevi,Girl
Bharati,Goddess Saraswati,Girl
Bharavi,Radiant Sun,Girl
Bhargavi,A name of Goddess Durga,Girl
Bharvi,Holy Basil Plant,Girl
Bhasha,Language,Girl
Bhashaya,A woman who speaks many lenguages,Girl
Bhaskari,Son of the Sun; One who Brings Glory,Girl
Bhaswati,"Bright,shining",Girl
Bhaumi,Goddess sita,Girl
Bhavana,Feeling,Girl
Bhavani,Goddess Parvati,Girl
Bhavanika,The abode of the universe,Girl
Bhavanjali,She who is full of emotions,Girl
Bhavaroopa,One who is unique.,Girl
Bhaveeka,She who is righteous and honest,Girl
Bhavi,Emotional,Girl
Bhavika,Cheerful expression,Girl
Bhavini,Emotional,Girl
Bhavisana,Divine,Girl
Bhavna,"Feeling,",Girl
Bhavyani,A part of grand,Girl
Bhawna,Feelings,Girl
Bheema,Goddess Durga,Girl
Bhooma,Earth,Girl
Bhoomi,earth,Girl
Bhrithi,Strengthened,Girl
Bhu,earth,Girl
Bhumika,Earth,Girl
Bhupali,a raagini in Indian music,Girl
Bhupinder,The King Of Kings,Girl
Bhuvana,the earth,Girl
Bhuvaneshwari,Goddess of Earth,Girl
Bhuvi,Heaven,Girl
Biba,A smart and good-looking woman,Girl
Bibha,"Ray, Light, Radiance",Girl
Bice,Diminutive form of Beatrice,Girl
Biddi,A slim Indian cigarette,Girl
Biddy,"Powerful, strong",Girl
Bidelia,High One,Girl
Bidhumukhi,Moon,Girl
Bidhya,It means knowledge,Girl
Bidisha,She who is a lightening,Girl
Bidushi,Alearned woman,Girl
Bidya,Knowledge,Girl
Bijali,Lightening,Girl
Bijaya,Victory,Girl
Bijigisha,A desire to conquer,Girl
Bijijayalaxmi,"Conquest,success",Girl
Bijijayasree,"Conquest,success",Girl
Bijurika,Lightening,Girl
Bilhana,"A woman of the dawn, of the morning",Girl
Biljana,"The name Biljana comes from the Serbian and Croatian origin The name comes from the word ""bilje"" meaning plant",Girl
Bilpa Shree,Bilvapatre,Girl
Bilvani,Goddess Saraswati,Girl
Bimala,A person who is pure and unadulterated,Girl
Bimba,"Image or reflection, also referred to as the disk of brightness surrounding the sun or moon",Girl
Bimbi,Glorious and marvellous human being,Girl
Binati,Request,Girl
Bindhiya,Dew drop,Girl
Bindu,"Drop, Point",Girl
Bindushri,Point,Girl
Binita,Modest,Girl
Binodini,"Handsome,Beautiful Radha",Girl
Binsa,A woman who is fearless.,Girl
Binu,Created With Immense Power,Girl
Bipasha,A river,Girl
Bipsha,"Wealth,Flourish",Girl
Bira,Having husband & male child,Girl
Birajini,present,Girl
Biroja,Friend of Radha,Girl
Bishakha,Star,Girl
Bissan,A magnificent woman,Girl
Biswabandita,A name of Goddess Durga,Girl
Biswambhara,The Earth,Girl
Biswarupa,Beautifull,Girl
Biva,"Ray,beautiful",Girl
Bodhana,A woman who is awake and expand,Girl
Boond,She who is like drop,Girl
Boota,One who heals with plants,Girl
Bopha,Flowers,Girl
Botum,A princess,Girl
Boupha,Like a flower,Girl
Brahmani,"The wife of Brahma, Goddess Saraswati",Girl
Brahmattmika,One who is the daughter of Brahma,Girl
Brhadbala,The great lady or young woman,Girl
Brhadkaya,The great structure,Girl
Brhatkaya,An Indian female name,Girl
Brihannala,A person who is important,Girl
Brija,A Hindu name meaning seed,Girl
Brijabala,The nature's daughter,Girl
Brinda,Goddess Radha,Girl
Bristi,She is like a rain,Girl
Briti,To have strenght,Girl
Brjamohana,One who is an universaly attractive and beautiful person,Girl
Budhana,"One who is aware, one who is elighted",Girl
Budhila,She who has been awakened,Girl
Cahaya,Light or radiance.,Girl
Caityaka,One who goes to temple,Girl
Campesa,A Lord of Anga town,Girl
Camundi,One who slayed the Chamunda demon,Girl
Cancala,"One who is always moving, an inconstant one",Girl
Candra,She is of the moon,Girl
Carma,To believe in faith.,Girl
Cauvery,A name of the river,Girl
Cavery,Name of the Cauvery river,Girl
Cempaka,Frangipani flower,Girl
Cetana,The awakening feeling; alert,Girl
Ceylon,Name of a place,Girl
Chaarumathi,One who is beautiful and intelligent.,Girl
Chaaya,A shade or a shadow,Girl
Chadini,A moonlit river,Girl
Chadna,A hindi goddess; the one who is lovely and pure,Girl
Chaha,"Love, wish or desire",Girl
Chahana,An affectionate human member,Girl
Chahna,A lovely and beautiful being,Girl
Chainika,The chosen one; they are balanced,Girl
Chairavali,Full Moon,Girl
Chaitra,Name of a month; Aries sign,Girl
Chaitravi,The natural leaders and impulsive person,Girl
Chaitri,Full moon night according to Hindu calender,Girl
Chaitrika,Start of spring season,Girl
Chakar,Body's energy center,Girl
Chakori,A bird which loves Moon,Girl
Chakrika,Another name of Lord Vishnu's wife; Goddess Laxmi,Girl
Chakshu,Mesmerising pair of eyes,Girl
Chalama,Name of Goddess Parvati,Girl
Chalantika,The one who has mastered elegance,Girl
Chamari,Flowering garden,Girl
Chameli,A scented creeper flower,Girl
Chamomile,Spice; peaceful,Girl
Champa,A flowering plant,Girl
Champabati,Daughter of a king; the capital,Girl
Champakali,A flowering tree,Girl
Champakavathi,Champak tree,Girl
Champakmala,Garland made from champa flower,Girl
Champamalini,Beautiful garland,Girl
Champei,Frangipani flowers.,Girl
Champika,Little flower of Champak tree,Girl
Chanchari,A vortex of water,Girl
Chanda,Wonderful Moon,Girl
Chandalini,The glorious one,Girl
Chandana,Moonlight; sandalwood,Girl
Chandana Laxmi,Name of Goddess Laxmi,Girl
Chandani,Light of Moon,Girl
Chandanika,Unusually small,Girl
Chandanpal,A friendly person,Girl
Chandeep,A holy and bright Saint,Girl
Chandhraka,Serene Moon,Girl
Chandi,Silver; a costly metal,Girl
Chandika,Devi; a Goddess,Girl
Chandini,Moonlight which is pure and serene,Girl
Chandni,Light of Moon,Girl
Chandodeva,Incarnation of a Goddess,Girl
Chandrabali,Krishna's girlfriend,Girl
Chandrabhadra,As gentle and beautiful as a Moon,Girl
Chandrabhaga,A piece of Moon,Girl
Chandrabrati,Vow made to the Moon,Girl
Chandradhara,Lord Shiva; one who wears Moon,Girl
Chandraharika,A perfect name,Girl
Chandraja,Beautiful daughter of the Moon,Girl
Chandrajyoti,Light of the Moon,Girl
Chandrakala,"An easy-going, friendly and good natured person",Girl
Chandrakali,"1,16th part of the Moon",Girl
Chandrakanta,The one who is loved by the Moon,Girl
Chandrakanti,Soothing light of Moon reaching the Earth,Girl
Chandraki,A Peahen,Girl
Chandrakin,A beautiful Peahen,Girl
Chandrakirthi,The one who as famous as the Moon,Girl
Chandralekha,Rays of the Moon,Girl
Chandraleksha,Soothing ray of the Moon,Girl
Chandramallika,Queen who resides on Moon,Girl
Chandramani,A rare gem called the Moonstone,Girl
Chandramathi,The beautiful Moon,Girl
Chandramukhi,Face similar to the Moon,Girl
Chandrani,Companion of the Moon,Girl
Chandranoni,Light of Moon,Girl
Chandraprabha,A Star in the galaxy,Girl
Chandrapushpa,A heavenly body,Girl
Chandrara,Stylized representation of Star,Girl
Chandrarekha,Sanskrit metre,Girl
Chandrarupa,The one splendid like the Moon,Girl
Chandratara,Joining of Moon and the Stars,Girl
Chandratopa,A canopy,Girl
Chandravathi,A girl lit by the Moon; charismatic,Girl
Chandreyee,Wonderful daughter of Moon,Girl
Chandrika,Soothing light of the Moon,Girl
Chandrima,Soothing ray of light,Girl
Chandry,Eminent person,Girl
Changuna,Good natured woman,Girl
Chanlina,Moonlight,Girl
Chanmony,One who shines like moon.,Girl
Channakka,A majestic lady,Girl
Channary,Face resembling the Moon,Girl
Chanthavy,A girl as beautiful as the moon.,Girl
Chantin,Moon,Girl
Chantrea,Moon; filled with light,Girl
Chanya,Light coming from Moon,Girl
Chapala,As quick as the lighting,Girl
Charaya,The one who is blue and pink color,Girl
Charbangi,A majestic and beautiful girl,Girl
Charmabanti,Name of a river in Mahabharata,Girl
Charuka,Beautiful,Girl
Charulata,A priceless creeper,Girl
Charulekha,Perfect picture,Girl
Charumathi,The one with beautiful and brilliant mind,Girl
Charumati,Name of Buddha's daughter,Girl
Charunetra,The one with perfect eyes,Girl
Charuprabha,"Preety, pleasing to eyes",Girl
Charusheela,A beautiful jewel,Girl
Charushila,The one who has moral qualities,Girl
Charusmita,Beautiful smile,Girl
Charvala,the one who is on God's oath,Girl
Charvi,"Beautiful, young lady",Girl
Chashmum,Owner of beautiful eyes,Girl
Chatlie,Filled with strength,Girl
Chaturi,She who is clever,Girl
Chatushkarni,One of the names of Goddess Lakshmi.,Girl
Chayana,The beautiful Moon,Girl
Chemmoli,"Flawless, expensive gem",Girl
Chenbagam,Name of a flower.,Girl
Cherika,A tribal name meaning the Moon,Girl
Cheshta,Unending desire,Girl
Chestha,Trying; the one who tries,Girl
Chetana,The one full of consciousness,Girl
Chetna,"An alert, intelligent and powerful people",Girl
Chhabi,The perfect picture,Girl
Chhavi,Radiant; reflection of an image,Girl
Chhavvi,A radiant reflection,Girl
Chhaya,A shadow or an image,Girl
Chhean,Meditation,Girl
Chhorvin,A glamorous woman.,Girl
Chimaye,A blissful person,Girl
Chimayi,Gift sent by the God,Girl
Chimini,Light,Girl
Chinmayi,"A happy, blissful person",Girl
Chinmoyee,Name of Lord Ganesha; intelligent,Girl
Chinta,Tension; tug of war situation,Girl
Chintal,Full of good thought,Girl
Chintan,Thoughtfulness; one thinking about comfort of others,Girl
Chintana,Intelligent and thoughtful,Girl
Chintanika,Meditating; a relaxing state,Girl
Chira,Permanent; one which cannot be destroyed,Girl
Chirantana,Long life,Girl
Chirashree,A woman with everlasting beauty.,Girl
Chirasmi,A long life,Girl
Chistha,Tributary of a River,Girl
Chithkala,Knowledge,Girl
Chithra,Bright like Sun,Girl
Chitra,A picture,Girl
